,Age,Income,CreditScore,MonthsEmployed,NumCreditLines,LoanTerm,DTIRatio,MaritalStatus,HasMortgage,HasDependents,HasCoSigner
1412,26,106023,665,19,4,24,0.72,Married,Yes,No,Yes
1413,66,143034,766,36,4,24,0.84,Divorced,No,No,No
1414,21,38447,398,13,1,36,0.4,Single,No,Yes,No
1415,29,23446,422,15,3,24,0.23,Divorced,Yes,No,Yes
1416,59,28724,398,102,3,60,0.31,Married,Yes,Yes,Yes
1417,45,66952,793,101,2,48,0.89,Married,Yes,No,Yes
1418,36,97071,525,12,2,36,0.52,Single,No,Yes,Yes
1419,66,83869,705,100,4,12,0.49,Married,No,Yes,No
1420,33,79441,357,60,3,24,0.44,Divorced,Yes,Yes,No
1421,49,144871,430,7,4,24,0.13,Divorced,No,Yes,No
1422,24,58506,512,55,2,36,0.49,Single,No,Yes,No
1423,19,125021,305,37,4,12,0.73,Divorced,Yes,No,No
1424,26,104139,491,32,2,60,0.61,Married,Yes,No,No
1425,27,115978,814,22,1,36,0.17,Married,No,Yes,Yes
1426,26,120495,677,60,4,12,0.15,Single,Yes,Yes,No
1427,31,98291,347,64,2,36,0.68,Divorced,Yes,No,Yes
1428,66,59486,625,56,2,24,0.6,Married,No,No,Yes
1429,40,71981,753,49,4,12,0.65,Single,No,No,Yes
1430,21,25348,671,105,3,12,0.59,Divorced,No,No,No
1431,63,125993,735,104,1,48,0.57,Married,No,Yes,No
1432,25,82480,321,10,3,12,0.6,Married,No,No,No
1433,29,134970,474,68,3,36,0.7,Married,No,No,Yes
1434,22,113519,833,23,3,12,0.26,Single,No,Yes,Yes
1435,41,64225,653,79,4,12,0.84,Divorced,Yes,No,No
1436,33,35649,455,112,4,24,0.7,Divorced,Yes,Yes,Yes
1437,58,135190,701,53,4,60,0.2,Married,Yes,Yes,Yes
1438,69,43008,416,35,4,60,0.28,Single,Yes,No,No
1439,32,108969,349,91,3,60,0.72,Married,Yes,Yes,No
1440,41,49522,418,54,4,12,0.3,Married,No,No,No
1441,34,74712,752,27,2,24,0.82,Divorced,Yes,No,Yes
1442,59,61084,781,22,4,60,0.43,Single,Yes,Yes,No
1443,35,147897,341,84,2,24,0.11,Divorced,Yes,Yes,No
1444,24,137928,398,34,1,60,0.75,Divorced,Yes,Yes,Yes
1445,66,123358,388,52,3,24,0.73,Single,No,No,Yes
1446,34,42115,358,53,3,60,0.65,Single,No,No,No
1447,30,50375,308,57,3,48,0.31,Married,Yes,Yes,Yes
1448,20,91767,751,107,2,36,0.6,Married,Yes,No,No
1449,56,85357,705,57,4,12,0.33,Single,Yes,No,Yes
1450,68,65790,460,33,3,36,0.16,Divorced,Yes,No,No
1451,37,37703,559,14,2,60,0.2,Single,Yes,Yes,No
1452,31,85657,454,55,2,24,0.36,Divorced,Yes,No,Yes
1453,47,30048,478,60,4,48,0.27,Divorced,Yes,Yes,No
1454,19,111233,414,64,1,48,0.17,Single,No,Yes,No
1455,61,90901,762,36,2,60,0.68,Single,No,Yes,No
1456,61,15537,322,73,4,60,0.62,Single,No,Yes,Yes
1457,46,147718,473,70,1,36,0.77,Married,No,No,Yes
1458,65,58378,344,21,3,48,0.64,Single,No,Yes,No
1459,41,23012,479,57,1,60,0.77,Divorced,No,No,No
1460,60,145970,812,6,4,60,0.72,Divorced,Yes,No,No
1461,55,25787,407,43,2,24,0.46,Single,No,Yes,No
1462,18,86025,385,43,3,36,0.16,Single,No,Yes,Yes
1463,23,27831,464,107,1,24,0.68,Divorced,Yes,Yes,Yes
1464,32,143665,815,47,3,60,0.34,Single,Yes,Yes,Yes
1465,59,99891,505,1,1,48,0.49,Divorced,Yes,No,Yes
1466,43,123905,446,43,1,24,0.54,Single,No,No,No
1467,32,56122,811,8,3,60,0.71,Single,Yes,No,No
1468,66,55905,422,43,4,12,0.26,Divorced,Yes,Yes,No
1469,37,42867,419,44,3,48,0.29,Married,No,No,Yes
1470,57,130430,747,89,3,24,0.61,Single,No,No,Yes
1471,34,107191,456,1,3,48,0.61,Single,Yes,Yes,No
1472,20,69507,414,78,1,36,0.83,Married,Yes,Yes,No
1473,39,71130,763,59,3,60,0.72,Divorced,No,Yes,No
1474,40,114386,367,37,2,24,0.6,Single,Yes,No,Yes
1475,61,74296,796,34,3,48,0.48,Single,No,No,Yes
1476,40,80484,593,33,4,12,0.31,Single,No,No,No
1477,54,134909,431,34,4,48,0.26,Single,No,No,No
1478,33,140937,563,119,2,24,0.88,Single,Yes,Yes,No
1479,37,21495,690,65,1,60,0.8,Divorced,Yes,No,No
1480,42,115518,517,9,4,12,0.18,Divorced,Yes,Yes,Yes
1481,29,135730,685,45,2,48,0.13,Divorced,Yes,Yes,No
1482,69,73667,415,58,4,12,0.55,Divorced,Yes,Yes,Yes
1483,39,79035,776,3,4,60,0.15,Single,Yes,No,Yes
1484,30,139133,821,65,3,36,0.51,Single,Yes,No,No
1485,54,29477,352,110,3,48,0.14,Single,Yes,Yes,No
1486,28,74208,836,33,4,12,0.5,Divorced,No,No,No
1487,54,93884,509,37,4,60,0.74,Married,No,No,No
1488,69,49064,630,3,3,36,0.15,Married,Yes,Yes,No
1489,47,81260,611,0,2,60,0.79,Divorced,Yes,No,No
1490,20,133070,704,51,3,12,0.12,Married,No,Yes,Yes
1491,66,130807,502,12,3,60,0.27,Married,Yes,No,Yes
1492,24,87580,525,119,3,24,0.85,Married,No,Yes,Yes
1493,40,80203,392,63,1,12,0.18,Single,No,No,Yes
1494,47,25076,436,14,1,60,0.19,Single,Yes,Yes,No
1495,18,100529,840,38,4,12,0.46,Divorced,Yes,No,No
1496,55,70790,773,93,4,12,0.6,Single,No,No,Yes
1497,36,70672,571,2,3,24,0.72,Married,Yes,Yes,Yes
1498,41,42735,425,5,4,36,0.47,Divorced,Yes,Yes,No
1499,18,54726,843,41,1,24,0.87,Single,Yes,Yes,No
1500,68,141031,564,104,3,24,0.12,Divorced,No,Yes,No
1501,45,77617,530,73,1,24,0.64,Single,Yes,No,Yes
1502,69,55250,800,106,4,36,0.72,Married,Yes,No,Yes
1503,65,83219,733,8,3,12,0.31,Divorced,No,Yes,No
1504,47,27086,450,72,1,48,0.83,Divorced,No,Yes,Yes
1505,63,113172,393,93,4,12,0.14,Divorced,No,Yes,Yes
1506,53,89152,815,8,2,48,0.74,Married,No,Yes,No
1507,69,42702,791,56,1,60,0.62,Divorced,Yes,No,Yes
1508,36,109164,357,20,1,24,0.37,Single,No,Yes,No
1509,64,34015,612,112,3,36,0.32,Divorced,Yes,Yes,No
1510,39,99371,718,49,3,48,0.24,Single,No,Yes,No
1511,57,19060,428,98,1,60,0.85,Single,Yes,No,Yes
1512,21,29123,516,42,4,60,0.81,Divorced,No,Yes,No
1513,45,43242,622,91,4,48,0.24,Divorced,Yes,No,No
1514,64,64613,546,97,2,60,0.72,Married,Yes,No,No
1515,24,26072,353,24,4,24,0.44,Single,Yes,No,Yes
1516,35,125730,672,74,1,24,0.27,Divorced,No,Yes,Yes
1517,35,47580,790,2,3,36,0.84,Married,Yes,Yes,Yes
1518,33,15429,328,28,1,48,0.69,Single,No,Yes,Yes
1519,52,96854,594,90,3,12,0.22,Divorced,No,Yes,Yes
1520,40,49799,836,60,4,60,0.47,Divorced,Yes,No,Yes
1521,66,37312,504,83,3,12,0.11,Single,No,No,No
1522,36,21712,360,99,3,48,0.17,Married,Yes,Yes,No
1523,54,24144,382,89,3,24,0.16,Married,No,Yes,No
1524,44,54481,786,71,1,12,0.28,Single,No,No,Yes
1525,22,33462,368,56,1,12,0.56,Married,No,Yes,No
1526,61,132867,623,16,4,36,0.7,Single,No,No,No
1527,38,57968,369,56,4,48,0.65,Single,No,No,Yes
1528,29,117778,327,5,1,24,0.11,Divorced,No,Yes,Yes
1529,19,132973,597,11,3,12,0.33,Divorced,No,Yes,Yes
1530,26,108395,547,51,4,36,0.87,Single,No,Yes,No
1531,66,144212,727,72,4,60,0.47,Single,Yes,Yes,No
1532,41,101344,431,72,2,48,0.32,Single,No,Yes,Yes
1533,33,47896,332,117,1,12,0.32,Married,No,No,No
1534,35,41002,658,75,3,12,0.3,Single,No,No,No
1535,39,85929,437,100,1,12,0.14,Married,Yes,No,Yes
1536,21,129247,580,37,2,48,0.41,Divorced,Yes,No,No
1537,52,21626,670,7,1,60,0.6,Married,No,Yes,Yes
1538,62,101192,410,96,3,12,0.88,Married,Yes,Yes,No
1539,66,93419,612,84,1,48,0.57,Single,Yes,No,Yes
1540,64,18953,791,66,2,48,0.66,Single,No,No,Yes
1541,29,20277,686,66,3,24,0.21,Divorced,Yes,No,No
1542,59,15320,433,94,3,36,0.9,Married,No,No,No
1543,45,32950,647,30,1,12,0.16,Divorced,Yes,No,No
1544,28,50956,398,57,4,36,0.78,Married,No,No,No
1545,62,15211,428,49,2,36,0.37,Divorced,No,Yes,No
1546,41,24822,369,66,2,48,0.16,Single,Yes,No,No
1547,44,58592,502,106,3,24,0.33,Married,Yes,No,No
1548,45,31793,606,95,1,36,0.62,Married,Yes,No,Yes
1549,22,52942,361,25,2,60,0.15,Divorced,No,No,Yes
1550,21,130390,790,92,2,36,0.82,Married,No,Yes,No
1551,43,100270,663,83,4,12,0.73,Single,No,Yes,No
1552,30,131790,330,22,2,36,0.88,Divorced,No,Yes,Yes
1553,42,28842,354,51,4,12,0.18,Divorced,Yes,Yes,Yes
1554,54,82800,511,3,2,60,0.47,Divorced,Yes,Yes,No
1555,40,114398,387,70,4,48,0.63,Single,No,No,Yes
1556,65,71749,759,6,1,12,0.58,Divorced,No,No,No
1557,31,38277,687,12,1,24,0.6,Single,No,No,Yes
1558,20,92621,443,108,3,60,0.25,Single,Yes,Yes,No
1559,25,40506,377,19,4,24,0.58,Single,Yes,Yes,Yes
1560,68,33641,535,0,1,12,0.7,Divorced,Yes,Yes,Yes
1561,24,84219,713,16,4,36,0.21,Divorced,No,No,No
1562,32,113507,573,20,2,60,0.52,Single,Yes,No,Yes
1563,55,22203,628,43,4,48,0.64,Married,Yes,No,No
1564,36,66372,417,6,3,36,0.68,Single,Yes,No,No
1565,38,73968,404,13,1,48,0.53,Married,Yes,Yes,No
1566,38,48299,583,0,2,60,0.63,Divorced,No,Yes,Yes
1567,59,104438,753,107,2,48,0.51,Married,Yes,No,No
1568,29,24835,640,63,1,48,0.39,Divorced,No,Yes,No
1569,66,106342,382,43,2,60,0.39,Married,Yes,No,No
1570,43,102131,312,39,3,60,0.34,Divorced,Yes,No,Yes
1571,39,128626,397,35,1,12,0.65,Divorced,No,No,Yes
1572,25,32833,494,95,4,36,0.48,Married,No,No,No
1573,24,42696,610,117,1,12,0.6,Single,No,No,No
1574,42,15161,650,30,3,36,0.49,Divorced,Yes,No,No
1575,19,93192,807,31,4,24,0.78,Married,No,Yes,Yes
1576,21,104255,422,55,2,12,0.36,Married,Yes,No,No
1577,65,123103,793,69,3,48,0.88,Divorced,Yes,No,Yes
1578,29,31670,341,71,4,36,0.71,Divorced,No,No,No
1579,49,147050,491,100,2,36,0.78,Married,No,No,Yes
1580,44,76831,824,31,1,36,0.68,Single,No,Yes,Yes
1581,35,62625,345,34,4,60,0.43,Married,No,Yes,No
1582,37,148524,729,17,3,36,0.16,Divorced,Yes,Yes,Yes
1583,30,75681,468,97,1,48,0.45,Single,Yes,Yes,Yes
1584,56,75852,691,13,4,36,0.12,Single,No,No,No
1585,18,74956,389,17,4,24,0.67,Divorced,No,No,No
1586,48,49779,516,85,2,12,0.68,Divorced,No,No,No
1587,67,148986,653,84,1,12,0.12,Married,No,Yes,Yes
1588,22,142419,344,81,3,12,0.17,Married,Yes,Yes,Yes
1589,28,20717,596,79,3,48,0.68,Divorced,No,Yes,Yes
1590,25,128822,849,53,2,12,0.26,Single,Yes,Yes,No
1591,30,144181,603,27,3,48,0.59,Single,Yes,No,Yes
1592,60,146373,523,22,4,48,0.48,Divorced,No,No,No
1593,28,40708,459,81,4,12,0.38,Single,No,No,No
1594,61,32746,633,34,2,60,0.44,Single,Yes,No,No
1595,44,45837,671,49,4,24,0.76,Divorced,No,No,No
1596,44,75576,573,106,2,24,0.54,Single,Yes,Yes,No
1597,68,19547,350,25,1,36,0.86,Single,No,Yes,No
1598,22,124786,824,42,1,60,0.62,Divorced,Yes,No,No
1599,41,75305,560,12,4,12,0.57,Single,No,No,No
1600,24,97856,304,101,2,12,0.88,Married,Yes,No,No
1601,48,67490,381,61,1,48,0.82,Divorced,No,No,No
1602,27,146247,548,83,2,12,0.84,Married,Yes,No,No
1603,54,54726,624,77,4,60,0.63,Divorced,No,No,Yes
1604,18,23529,802,109,1,24,0.67,Single,No,Yes,Yes
1605,27,88354,489,26,2,24,0.3,Married,No,No,No
1606,21,26646,478,13,2,48,0.54,Married,No,No,Yes
1607,49,90502,782,55,3,24,0.89,Married,No,No,Yes
1608,67,65479,620,24,4,36,0.78,Married,Yes,Yes,No
1609,34,76096,488,17,1,24,0.83,Single,Yes,No,No
1610,31,41091,613,50,3,12,0.7,Single,No,Yes,No
1611,44,34961,735,61,1,36,0.82,Divorced,Yes,Yes,Yes
1612,65,31176,668,102,4,36,0.7,Divorced,No,Yes,No
1613,33,98329,739,30,4,12,0.75,Single,Yes,Yes,No
1614,42,15736,446,9,2,36,0.85,Divorced,Yes,Yes,Yes
1615,61,58633,619,29,4,48,0.38,Divorced,Yes,No,Yes
1616,18,116336,407,76,1,12,0.76,Single,No,No,No
1617,56,93757,747,118,4,12,0.26,Married,Yes,No,No
1618,56,119727,714,2,1,24,0.48,Single,Yes,No,Yes
1619,67,144658,362,94,4,36,0.84,Divorced,Yes,Yes,Yes
1620,63,39810,646,7,2,36,0.67,Divorced,Yes,No,Yes
1621,62,108353,340,60,1,60,0.51,Single,No,No,No
1622,50,84704,400,9,2,12,0.35,Married,No,Yes,No
1623,60,74836,393,32,3,48,0.89,Single,Yes,Yes,Yes
1624,43,97578,681,94,4,36,0.64,Divorced,No,Yes,Yes
1625,26,68869,505,72,3,48,0.26,Single,Yes,Yes,Yes
1626,26,62015,757,71,2,24,0.58,Single,Yes,No,Yes
1627,63,98496,377,116,3,48,0.14,Divorced,No,No,No
1628,22,62808,677,26,2,24,0.63,Single,No,No,Yes
1629,42,17194,637,57,2,48,0.83,Married,Yes,Yes,No
1630,32,108496,358,32,3,24,0.78,Married,Yes,No,Yes
1631,56,135139,707,75,4,60,0.18,Single,Yes,No,No
1632,20,92491,849,47,2,12,0.12,Married,Yes,No,No
1633,21,18145,581,70,2,36,0.13,Single,Yes,Yes,No
1634,45,21246,548,88,1,36,0.48,Divorced,Yes,No,Yes
1635,33,142364,359,115,1,36,0.32,Single,Yes,Yes,Yes
1636,25,90085,561,102,3,24,0.88,Married,No,Yes,Yes
1637,19,81840,445,3,2,36,0.61,Single,No,No,Yes
1638,18,109166,478,91,3,36,0.69,Single,No,Yes,No
1639,29,45222,559,11,1,60,0.47,Divorced,Yes,No,Yes
1640,26,24669,626,14,3,36,0.52,Single,Yes,Yes,No
1641,63,29905,390,9,2,12,0.54,Married,No,No,Yes
1642,19,144533,770,44,3,24,0.6,Married,No,Yes,Yes
1643,40,31974,408,92,1,60,0.84,Divorced,No,No,No
1644,59,79819,561,45,4,60,0.26,Married,Yes,Yes,Yes
1645,63,46621,690,9,2,48,0.74,Single,No,No,No
1646,30,21209,475,108,4,48,0.23,Single,Yes,No,No
1647,69,24073,426,32,4,24,0.87,Single,Yes,Yes,Yes
1648,24,25105,532,110,3,24,0.87,Married,No,No,Yes
1649,20,121806,655,15,1,60,0.66,Single,No,No,Yes
1650,50,30316,497,102,3,12,0.59,Divorced,No,No,Yes
1651,44,96548,689,49,1,48,0.88,Married,Yes,Yes,Yes
1652,22,28851,510,62,3,60,0.8,Divorced,No,Yes,No
1653,48,53104,789,16,4,24,0.15,Married,Yes,No,No
1654,22,37954,415,88,3,36,0.48,Married,No,Yes,Yes
1655,52,39817,410,34,3,48,0.4,Single,No,No,No
1656,59,35459,414,42,1,48,0.47,Married,Yes,Yes,Yes
1657,43,76605,749,24,3,48,0.73,Divorced,No,No,Yes
1658,41,70708,432,116,2,60,0.23,Divorced,No,Yes,Yes
1659,49,108123,431,25,4,60,0.32,Married,Yes,Yes,No
1660,34,146357,826,80,2,36,0.44,Single,Yes,No,No
1661,60,27966,726,13,4,60,0.43,Married,No,Yes,No
1662,35,68983,596,47,1,36,0.33,Divorced,Yes,Yes,No
1663,33,137907,432,3,4,12,0.59,Married,No,No,No
1664,69,63243,847,119,4,48,0.15,Divorced,No,Yes,No
1665,57,82171,339,32,2,12,0.85,Married,No,Yes,Yes
1666,26,23315,346,54,1,24,0.54,Divorced,Yes,No,Yes
1667,55,131431,696,112,2,36,0.62,Married,No,Yes,No
1668,68,90332,387,35,4,36,0.31,Divorced,No,No,No
1669,47,132148,719,102,1,36,0.13,Married,Yes,No,No
1670,51,54032,488,40,1,60,0.58,Married,Yes,No,No
1671,39,33664,452,21,3,36,0.47,Married,No,Yes,No
1672,69,57340,570,88,1,36,0.46,Married,No,Yes,Yes
1673,62,24939,623,21,1,12,0.76,Divorced,Yes,No,No
1674,38,142892,341,4,4,60,0.67,Married,No,Yes,No
1675,27,109696,523,72,4,24,0.66,Divorced,No,No,Yes
1676,69,53036,404,16,4,24,0.79,Married,Yes,No,Yes
1677,50,133087,674,84,2,24,0.46,Divorced,No,No,No
1678,36,148886,461,3,2,60,0.49,Divorced,No,Yes,No
1679,38,15831,845,69,1,36,0.67,Married,No,No,Yes
1680,25,30806,821,84,3,60,0.51,Single,No,Yes,No
1681,52,87965,752,97,2,48,0.79,Single,No,Yes,No
1682,27,108274,724,106,1,24,0.74,Divorced,No,No,No
1683,47,19190,519,101,2,60,0.46,Divorced,Yes,No,No
1684,36,100804,625,71,1,12,0.53,Divorced,Yes,No,No
1685,35,45601,665,83,1,48,0.75,Divorced,Yes,No,Yes
1686,23,66702,401,52,3,24,0.74,Divorced,No,No,No
1687,67,145868,547,7,4,12,0.16,Single,Yes,No,Yes
1688,47,121824,583,72,4,24,0.75,Single,No,Yes,Yes
1689,38,75380,464,9,2,36,0.36,Single,No,Yes,No
1690,63,20424,324,76,4,36,0.4,Single,No,Yes,No
1691,34,33197,635,52,3,36,0.73,Divorced,Yes,No,No
1692,47,86404,485,4,1,12,0.58,Married,Yes,No,No
1693,63,45079,455,37,4,48,0.82,Married,No,No,No
1694,61,97242,574,59,2,36,0.57,Divorced,Yes,Yes,No
1695,44,60861,646,39,3,12,0.76,Married,No,No,Yes
1696,41,52051,330,92,3,36,0.15,Married,Yes,No,Yes
1697,41,144476,843,22,4,12,0.78,Single,No,Yes,Yes
1698,24,139537,769,25,4,48,0.82,Married,No,Yes,Yes
1699,42,38467,612,19,2,12,0.41,Divorced,No,No,No
1700,22,73078,763,35,2,60,0.89,Married,Yes,No,Yes
1701,35,125745,544,95,1,24,0.79,Married,No,Yes,No
1702,27,44599,571,79,3,48,0.23,Single,Yes,No,Yes
1703,32,20802,684,107,4,24,0.42,Single,Yes,No,No
1704,60,53660,744,74,4,12,0.78,Divorced,Yes,No,Yes
1705,18,126701,622,2,3,24,0.27,Single,No,Yes,No
1706,45,84540,494,32,1,60,0.24,Single,Yes,Yes,Yes
1707,25,142089,729,57,3,36,0.45,Married,No,Yes,Yes
1708,41,28240,674,80,4,48,0.2,Married,No,Yes,No
1709,23,140297,624,20,1,36,0.43,Single,No,Yes,Yes
1710,28,99631,491,74,2,12,0.34,Married,Yes,No,No
1711,47,75172,395,47,1,48,0.36,Married,No,No,No
1712,20,43928,378,67,1,48,0.15,Single,No,No,Yes
1713,28,121507,706,38,4,12,0.13,Divorced,No,No,Yes
1714,33,61610,419,57,3,60,0.21,Single,Yes,Yes,No
1715,60,63808,505,116,1,48,0.83,Divorced,No,Yes,Yes
1716,32,69031,387,22,2,12,0.51,Married,Yes,Yes,Yes
1717,57,104242,453,109,2,12,0.48,Divorced,Yes,No,No
1718,66,41986,300,100,3,24,0.82,Divorced,Yes,Yes,No
1719,33,141856,631,24,4,48,0.6,Divorced,Yes,Yes,No
1720,30,143793,310,72,2,24,0.7,Divorced,No,No,No
1721,67,56927,588,106,3,24,0.68,Single,Yes,Yes,Yes
1722,56,27435,494,33,2,60,0.52,Married,Yes,No,No
1723,21,141072,599,4,1,12,0.31,Divorced,No,No,No
1724,58,78748,342,115,2,36,0.32,Single,Yes,No,No
1725,54,81714,637,54,1,36,0.89,Divorced,Yes,Yes,No
1726,23,68965,486,2,3,48,0.56,Single,No,Yes,Yes
1727,49,37851,631,105,4,36,0.78,Single,Yes,Yes,Yes
1728,30,44026,731,26,3,48,0.57,Single,No,Yes,Yes
1729,34,22860,837,119,3,60,0.74,Married,Yes,Yes,No
1730,68,146114,781,1,1,48,0.17,Single,Yes,Yes,Yes
1731,49,17335,646,98,1,60,0.38,Married,No,Yes,Yes
1732,34,128310,690,17,4,12,0.41,Divorced,Yes,No,No
1733,22,32775,535,67,1,12,0.62,Single,Yes,Yes,No
1734,22,63395,382,67,4,24,0.77,Single,Yes,No,No
1735,27,104835,680,19,2,12,0.18,Divorced,No,No,Yes
1736,69,112401,587,115,4,48,0.3,Married,No,Yes,Yes
1737,39,100902,453,105,3,48,0.59,Divorced,No,Yes,No
1738,27,86219,502,102,4,60,0.44,Married,No,Yes,No
1739,47,129514,510,77,3,12,0.29,Married,Yes,No,Yes
1740,65,48184,736,24,1,36,0.37,Divorced,No,No,Yes
1741,50,121432,669,116,1,48,0.37,Single,Yes,Yes,No
1742,22,68026,421,3,4,12,0.61,Married,Yes,No,No
1743,50,63991,796,9,2,12,0.47,Married,Yes,Yes,No
1744,45,108245,732,16,2,60,0.43,Divorced,No,Yes,Yes
1745,49,22587,331,72,2,24,0.83,Married,No,Yes,No
1746,20,110347,848,60,4,24,0.2,Divorced,No,Yes,No
1747,46,17350,795,43,4,60,0.78,Married,No,No,No
1748,41,98347,713,69,3,12,0.86,Married,Yes,Yes,Yes
1749,19,39556,590,4,4,60,0.13,Single,Yes,No,No
1750,29,140486,454,109,2,36,0.72,Single,Yes,No,No
1751,40,133805,750,100,2,36,0.41,Single,Yes,No,No
1752,62,73679,305,57,4,12,0.18,Divorced,Yes,No,Yes
1753,18,141180,381,79,4,24,0.52,Single,Yes,No,Yes
1754,19,39840,335,2,3,24,0.88,Single,No,Yes,Yes
1755,37,100144,713,24,4,60,0.89,Single,Yes,Yes,Yes
1756,43,70565,511,44,2,12,0.74,Single,No,No,No
1757,34,124320,511,44,4,60,0.71,Divorced,No,Yes,Yes
1758,43,37792,386,18,3,24,0.58,Single,Yes,No,No
1759,58,96322,575,74,1,24,0.29,Married,Yes,No,No
1760,52,105890,699,92,4,24,0.78,Divorced,Yes,No,Yes
1761,18,71095,324,17,3,12,0.63,Divorced,No,Yes,No
1762,20,139367,408,41,1,48,0.52,Divorced,Yes,No,No
1763,25,45495,335,94,4,60,0.47,Married,No,No,No
1764,53,67406,391,90,2,60,0.61,Divorced,No,No,Yes
1765,61,48966,410,7,2,36,0.36,Single,Yes,Yes,No
1766,46,65185,524,49,4,48,0.51,Single,No,No,Yes
1767,61,145627,405,79,3,48,0.77,Single,Yes,Yes,No
1768,20,138589,691,61,2,48,0.88,Married,Yes,No,No
1769,55,42322,764,94,4,12,0.82,Single,No,No,Yes
1770,40,44226,720,27,4,24,0.58,Single,No,No,No
1771,20,120695,512,5,1,36,0.42,Single,No,Yes,No
1772,34,143530,397,20,1,12,0.61,Divorced,No,Yes,Yes
1773,21,46688,513,11,4,48,0.26,Married,No,No,No
1774,32,112596,818,41,4,36,0.14,Married,No,Yes,Yes
1775,33,82617,506,6,4,60,0.49,Divorced,No,Yes,No
1776,49,93534,331,3,3,36,0.48,Married,Yes,No,No
1777,22,42874,799,86,3,12,0.55,Single,No,Yes,Yes
1778,63,85100,300,104,4,12,0.6,Married,No,No,No
1779,30,100052,667,3,1,36,0.78,Divorced,Yes,Yes,Yes
1780,52,36946,418,30,2,12,0.15,Divorced,Yes,No,No
1781,36,139930,503,25,1,48,0.59,Married,Yes,No,Yes
1782,22,103102,548,90,4,48,0.86,Divorced,No,No,Yes
1783,19,34760,846,8,3,12,0.57,Single,Yes,Yes,No
1784,54,33523,569,18,3,24,0.34,Married,Yes,No,Yes
1785,40,87682,352,15,3,36,0.68,Divorced,Yes,Yes,No
1786,65,119090,554,107,1,48,0.11,Single,No,Yes,Yes
1787,61,115989,684,111,3,12,0.61,Divorced,No,No,Yes
1788,35,109177,537,116,2,48,0.75,Divorced,No,Yes,No
1789,48,148709,568,108,3,12,0.16,Single,No,Yes,Yes
1790,51,117515,742,87,1,48,0.44,Single,Yes,Yes,Yes
1791,24,109206,311,52,2,12,0.73,Married,No,Yes,Yes
1792,51,45764,370,86,1,60,0.74,Married,Yes,No,Yes
1793,69,65085,303,87,2,60,0.24,Single,Yes,No,Yes
1794,25,58548,715,19,3,12,0.88,Single,No,Yes,No
1795,34,50144,705,71,3,36,0.2,Single,Yes,Yes,No
1796,23,55287,394,50,2,48,0.28,Married,No,No,No
1797,58,132000,744,57,3,36,0.12,Single,Yes,Yes,Yes
1798,25,123455,748,93,4,12,0.32,Divorced,Yes,Yes,No
1799,29,73823,591,52,2,12,0.43,Married,No,Yes,No
1800,52,72267,756,97,3,24,0.51,Married,No,No,Yes
1801,36,94471,628,108,3,12,0.59,Divorced,No,No,Yes
1802,53,116304,500,76,1,60,0.24,Married,No,Yes,No
1803,36,28718,608,57,4,36,0.57,Single,Yes,Yes,No
1804,36,99239,455,58,4,24,0.3,Divorced,Yes,Yes,Yes
1805,23,121484,457,12,2,60,0.9,Married,Yes,Yes,Yes
1806,59,109195,431,117,2,12,0.16,Married,No,No,Yes
1807,51,33737,678,45,4,24,0.85,Single,No,Yes,Yes
1808,59,62758,553,56,3,48,0.86,Married,Yes,No,No
1809,58,110841,538,94,4,48,0.88,Single,Yes,No,No
1810,29,94783,527,48,3,36,0.11,Married,Yes,Yes,Yes
1811,48,94563,564,29,3,36,0.2,Single,No,No,Yes
1812,32,27404,538,38,4,48,0.45,Single,Yes,Yes,No
1813,34,59642,778,85,2,60,0.2,Divorced,Yes,Yes,No
1814,26,70642,325,13,3,36,0.42,Divorced,Yes,No,Yes
1815,23,29912,817,17,3,60,0.38,Single,No,Yes,Yes
1816,29,79316,735,18,2,24,0.39,Single,No,No,No
1817,39,126904,404,4,4,48,0.77,Single,No,No,No
1818,68,79112,479,113,2,36,0.13,Married,Yes,Yes,No
1819,60,54912,390,94,3,24,0.46,Single,Yes,No,Yes
1820,33,61111,462,87,2,48,0.18,Single,Yes,Yes,No
1821,30,60274,369,72,3,48,0.56,Single,Yes,No,Yes
1822,51,71199,497,76,4,36,0.14,Married,No,Yes,No
1823,27,26949,579,86,4,60,0.11,Divorced,No,No,No
1824,44,24380,367,119,3,24,0.58,Single,No,No,Yes
1825,67,119748,549,38,2,48,0.78,Single,No,Yes,No
1826,23,146745,790,37,4,12,0.87,Divorced,Yes,Yes,Yes
1827,25,110505,789,59,3,60,0.28,Divorced,No,No,No
1828,51,98356,667,53,4,48,0.73,Single,Yes,No,Yes
1829,39,65611,825,17,3,48,0.32,Single,No,Yes,No
1830,64,15137,505,111,3,60,0.44,Divorced,No,No,Yes
1831,59,49975,518,87,2,12,0.85,Single,No,No,Yes
1832,58,108470,300,100,3,36,0.65,Married,No,Yes,No
1833,64,70131,654,53,3,48,0.86,Divorced,No,Yes,Yes
1834,37,47620,378,119,2,48,0.77,Married,No,No,No
1835,50,34641,347,17,4,24,0.47,Divorced,Yes,No,No
1836,43,44783,476,68,2,24,0.77,Single,Yes,No,No
1837,61,60444,504,60,4,24,0.31,Married,No,Yes,No
1838,42,100376,441,115,4,60,0.34,Divorced,No,No,No
1839,31,15534,428,115,2,60,0.16,Single,Yes,No,No
